,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Year,Month,Day,Calendering Year
5811,West Gear,1128299,2021-11-24,West,Oregon,Portland,Men's Street Footwear,44.0,173,7612.0,3501.5199999999995,0.45999999999999996,Online,2021,11,24,Second Half
5812,West Gear,1128299,2021-11-24,West,Oregon,Portland,Men's Athletic Footwear,48.0,195,9360.0,4680.0,0.5,Online,2021,11,24,Second Half
5813,West Gear,1128299,2021-11-24,West,Oregon,Portland,Women's Street Footwear,42.0,128,5376.0,2688.0,0.5,Online,2021,11,24,Second Half
5814,West Gear,1128299,2021-11-24,West,Oregon,Portland,Women's Athletic Footwear,51.0,131,6681.0,3073.2599999999998,0.45999999999999996,Online,2021,11,24,Second Half
5815,West Gear,1128299,2021-11-24,West,Oregon,Portland,Men's Apparel,68.0,111,7548.0,4075.92,0.54,Online,2021,11,24,Second Half
5816,West Gear,1128299,2021-11-24,West,Oregon,Portland,Women's Apparel,76.0,149,11324.0,4756.08,0.42,Online,2021,11,24,Second Half
5817,West Gear,1128299,2021-12-23,West,Oregon,Portland,Men's Street Footwear,61.0,188,11468.0,5504.639999999999,0.48,Online,2021,12,23,Second Half
5818,West Gear,1128299,2021-12-23,West,Oregon,Portland,Men's Athletic Footwear,72.0,218,15696.0,7377.12,0.47,Online,2021,12,23,Second Half
5819,West Gear,1128299,2021-12-23,West,Oregon,Portland,Women's Street Footwear,67.0,165,11055.0,4974.749999999999,0.44999999999999996,Online,2021,12,23,Second Half
5820,West Gear,1128299,2021-12-23,West,Oregon,Portland,Women's Athletic Footwear,67.0,143,9581.0,4311.45,0.44999999999999996,Online,2021,12,23,Second Half
5821,West Gear,1128299,2021-12-23,West,Oregon,Portland,Men's Apparel,72.0,133,9576.0,4788.0,0.5,Online,2021,12,23,Second Half
5822,West Gear,1128299,2021-12-23,West,Oregon,Portland,Women's Apparel,77.0,173,13321.0,5328.400000000001,0.4,Online,2021,12,23,Second Half
5823,West Gear,1128299,2021-01-17,West,Oregon,Portland,Men's Street Footwear,33.0,100,3300.0,1683.0,0.51,Online,2021,1,17,First Half
5824,West Gear,1128299,2021-01-17,West,Oregon,Portland,Men's Athletic Footwear,42.0,100,4200.0,2268.0,0.54,Online,2021,1,17,First Half
5825,West Gear,1128299,2021-01-17,West,Oregon,Portland,Women's Street Footwear,43.0,112,4816.0,2600.6400000000003,0.54,Online,2021,1,17,First Half
5826,West Gear,1128299,2021-01-17,West,Oregon,Portland,Women's Athletic Footwear,41.0,68,2788.0,1533.3999999999999,0.5499999999999999,Online,2021,1,17,First Half
5827,West Gear,1128299,2021-01-17,West,Oregon,Portland,Men's Apparel,46.0,58,2668.0,1574.1200000000001,0.5900000000000001,Online,2021,1,17,First Half
5828,West Gear,1128299,2021-01-17,West,Oregon,Portland,Women's Apparel,41.0,122,5002.0,2400.96,0.48,Online,2021,1,17,First Half
5829,West Gear,1128299,2021-02-17,West,Oregon,Portland,Men's Street Footwear,33.0,140,4620.0,2448.6,0.53,Online,2021,2,17,First Half
5830,West Gear,1128299,2021-02-17,West,Oregon,Portland,Men's Athletic Footwear,41.0,116,4756.0,2425.56,0.51,Online,2021,2,17,First Half
5831,West Gear,1128299,2021-02-17,West,Oregon,Portland,Women's Street Footwear,41.0,120,4920.0,2558.4,0.52,Online,2021,2,17,First Half
5832,West Gear,1128299,2021-02-17,South,Louisiana,New Orleans,Women's Athletic Footwear,44.0,73,3212.0,1766.5999999999997,0.5499999999999999,Online,2021,2,17,First Half
5833,West Gear,1128299,2021-02-17,South,Louisiana,New Orleans,Men's Apparel,48.0,51,2448.0,1468.8,0.6,Online,2021,2,17,First Half
5834,West Gear,1128299,2021-02-17,South,Louisiana,New Orleans,Women's Apparel,44.0,105,4620.0,2217.6,0.48,Online,2021,2,17,First Half
5835,West Gear,1128299,2021-03-16,South,Louisiana,New Orleans,Men's Street Footwear,44.0,147,6468.0,3298.68,0.51,Online,2021,3,16,First Half
5836,West Gear,1128299,2021-03-16,South,Louisiana,New Orleans,Men's Athletic Footwear,51.0,101,5151.0,2833.0499999999997,0.5499999999999999,Online,2021,3,16,First Half
5837,West Gear,1128299,2021-03-16,South,Louisiana,New Orleans,Women's Street Footwear,56.0,116,6496.0,3572.7999999999997,0.5499999999999999,Online,2021,3,16,First Half
5838,West Gear,1128299,2021-03-16,South,Louisiana,New Orleans,Women's Athletic Footwear,50.0,84,4200.0,2309.9999999999995,0.5499999999999999,Online,2021,3,16,First Half
5839,West Gear,1128299,2021-03-16,South,Louisiana,New Orleans,Men's Apparel,56.0,39,2184.0,1310.3999999999999,0.6,Online,2021,3,16,First Half
5840,West Gear,1128299,2021-03-16,South,Louisiana,New Orleans,Women's Apparel,41.0,95,3895.0,1752.7499999999998,0.44999999999999996,Online,2021,3,16,First Half
5841,West Gear,1128299,2021-04-17,South,Louisiana,New Orleans,Men's Street Footwear,48.0,142,6816.0,3544.32,0.52,Online,2021,4,17,First Half
5842,West Gear,1128299,2021-04-17,South,Louisiana,New Orleans,Men's Athletic Footwear,52.0,88,4576.0,2288.0,0.5,Online,2021,4,17,First Half
5843,West Gear,1128299,2021-04-17,South,Louisiana,New Orleans,Women's Street Footwear,52.0,105,5460.0,2784.6,0.51,Online,2021,4,17,First Half
5844,West Gear,1128299,2021-04-17,South,Louisiana,New Orleans,Women's Athletic Footwear,39.0,74,2886.0,1529.5800000000002,0.53,Online,2021,4,17,First Half
5845,West Gear,1128299,2021-04-17,South,Louisiana,New Orleans,Men's Apparel,43.0,53,2279.0,1299.0300000000002,0.5700000000000001,Online,2021,4,17,First Half
5846,West Gear,1128299,2021-04-17,South,Louisiana,New Orleans,Women's Apparel,55.0,105,5775.0,2887.5,0.5,Online,2021,4,17,First Half
5847,West Gear,1128299,2021-05-18,South,Louisiana,New Orleans,Men's Street Footwear,43.0,160,6880.0,3646.4,0.53,Online,2021,5,18,First Half
5848,West Gear,1128299,2021-05-18,South,Louisiana,New Orleans,Men's Athletic Footwear,47.0,100,4700.0,2444.0,0.52,Online,2021,5,18,First Half
5849,West Gear,1128299,2021-05-18,South,Louisiana,New Orleans,Women's Street Footwear,49.0,112,5488.0,2798.88,0.51,Online,2021,5,18,First Half
5850,West Gear,1128299,2021-05-18,South,Louisiana,New Orleans,Women's Athletic Footwear,44.0,85,3740.0,1907.4,0.51,Online,2021,5,18,First Half
5851,West Gear,1128299,2021-05-18,South,Louisiana,New Orleans,Men's Apparel,36.0,65,2340.0,1380.6000000000001,0.5900000000000001,Online,2021,5,18,First Half
5852,West Gear,1128299,2021-05-18,South,Louisiana,New Orleans,Women's Apparel,59.0,167,9853.0,4433.849999999999,0.44999999999999996,Online,2021,5,18,First Half
5853,West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,Men's Street Footwear,58.0,248,14384.0,7335.84,0.51,Online,2021,6,17,First Half
5854,West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,Men's Athletic Footwear,65.0,210,13650.0,7098.0,0.52,Online,2021,6,17,First Half
5855,West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,Women's Street Footwear,83.0,203,16849.0,9266.949999999999,0.5499999999999999,Online,2021,6,17,First Half
5856,West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,Women's Athletic Footwear,82.0,161,13202.0,7261.099999999999,0.5499999999999999,Online,2021,6,17,First Half
5857,West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,Men's Apparel,92.0,117,10764.0,6135.4800000000005,0.5700000000000001,Online,2021,6,17,First Half
5858,West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,Women's Apparel,100.0,195,19500.0,9360.0,0.48,Online,2021,6,17,First Half
5859,West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Men's Street Footwear,86.0,270,23220.0,12306.6,0.53,Online,2021,7,16,Second Half
5860,West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Men's Athletic Footwear,92.0,203,18676.0,10271.8,0.5499999999999999,Online,2021,7,16,Second Half
5861,West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Women's Street Footwear,90.0,196,17640.0,9525.6,0.54,Online,2021,7,16,Second Half
5862,West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Women's Athletic Footwear,86.0,168,14448.0,7801.92,0.54,Online,2021,7,16,Second Half
5863,West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Men's Apparel,86.0,189,16254.0,9427.320000000002,0.5800000000000001,Online,2021,7,16,Second Half
5864,West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Women's Apparel,103.0,163,16789.0,8058.719999999999,0.48,Online,2021,7,16,Second Half
5865,West Gear,1128299,2021-08-17,South,Louisiana,New Orleans,Men's Street Footwear,86.0,255,21930.0,11184.300000000001,0.51,Online,2021,8,17,Second Half
5866,West Gear,1128299,2021-08-17,South,Louisiana,New Orleans,Men's Athletic Footwear,77.0,239,18403.0,9385.53,0.51,Online,2021,8,17,Second Half
5867,West Gear,1128299,2021-08-17,South,Louisiana,New Orleans,Women's Street Footwear,70.0,189,13230.0,7276.499999999999,0.5499999999999999,Online,2021,8,17,Second Half
5868,West Gear,1128299,2021-08-17,South,Louisiana,New Orleans,Women's Athletic Footwear,74.0,128,9472.0,5020.16,0.53,Online,2021,8,17,Second Half
5869,West Gear,1128299,2021-08-17,South,Louisiana,New Orleans,Men's Apparel,64.0,138,8832.0,5210.880000000001,0.5900000000000001,Online,2021,8,17,Second Half
5870,West Gear,1128299,2021-08-17,South,Louisiana,New Orleans,Women's Apparel,63.0,90,5670.0,2778.2999999999997,0.49,Online,2021,8,17,Second Half
5871,West Gear,1128299,2021-09-18,South,Louisiana,New Orleans,Men's Street Footwear,43.0,145,6235.0,3429.2499999999995,0.5499999999999999,Online,2021,9,18,Second Half
5872,West Gear,1128299,2021-09-18,South,Louisiana,New Orleans,Men's Athletic Footwear,46.0,125,5750.0,2932.5,0.51,Online,2021,9,18,Second Half
5873,West Gear,1128299,2021-09-18,South,Louisiana,New Orleans,Women's Street Footwear,43.0,78,3354.0,1744.0800000000002,0.52,Online,2021,9,18,Second Half
5874,West Gear,1128299,2021-09-18,South,Louisiana,New Orleans,Women's Athletic Footwear,41.0,63,2583.0,1317.33,0.51,Online,2021,9,18,Second Half
5875,West Gear,1128299,2021-09-18,South,Louisiana,New Orleans,Men's Apparel,51.0,77,3927.0,2159.8500000000004,0.55,Online,2021,9,18,Second Half
5876,West Gear,1128299,2021-09-18,South,Louisiana,New Orleans,Women's Apparel,39.0,75,2925.0,1462.5,0.5,Online,2021,9,18,Second Half
5877,West Gear,1128299,2021-10-17,South,Louisiana,New Orleans,Men's Street Footwear,34.0,112,3808.0,2056.32,0.54,Online,2021,10,17,Second Half
5878,West Gear,1128299,2021-10-17,South,Louisiana,New Orleans,Men's Athletic Footwear,45.0,155,6975.0,3836.2499999999995,0.5499999999999999,Online,2021,10,17,Second Half
5879,West Gear,1128299,2021-10-17,South,Louisiana,New Orleans,Women's Street Footwear,42.0,100,4200.0,2100.0,0.5,Online,2021,10,17,Second Half
5880,West Gear,1128299,2021-10-17,South,Louisiana,New Orleans,Women's Athletic Footwear,36.0,105,3780.0,1890.0,0.5,Online,2021,10,17,Second Half
5881,West Gear,1128299,2021-10-17,South,Louisiana,New Orleans,Men's Apparel,47.0,95,4465.0,2634.3500000000004,0.5900000000000001,Online,2021,10,17,Second Half
5882,West Gear,1128299,2021-10-17,South,Louisiana,New Orleans,Women's Apparel,50.0,108,5400.0,2538.0,0.47,Online,2021,10,17,Second Half
5883,West Gear,1128299,2021-11-17,South,Louisiana,New Orleans,Men's Street Footwear,39.0,188,7332.0,3666.0,0.5,Online,2021,11,17,Second Half
5884,West Gear,1128299,2021-11-17,South,Louisiana,New Orleans,Men's Athletic Footwear,42.0,210,8820.0,4586.400000000001,0.52,Online,2021,11,17,Second Half
5885,West Gear,1128299,2021-11-17,South,Louisiana,New Orleans,Women's Street Footwear,38.0,137,5206.0,2707.12,0.52,Online,2021,11,17,Second Half
5886,West Gear,1128299,2021-11-17,South,Louisiana,New Orleans,Women's Athletic Footwear,48.0,125,6000.0,3000.0,0.5,Online,2021,11,17,Second Half
5887,West Gear,1128299,2021-11-17,South,Louisiana,New Orleans,Men's Apparel,68.0,119,8092.0,4450.6,0.55,Online,2021,11,17,Second Half
5888,West Gear,1128299,2021-11-17,South,Louisiana,New Orleans,Women's Apparel,81.0,174,14094.0,6765.12,0.48,Online,2021,11,17,Second Half
5889,West Gear,1128299,2021-12-16,South,Louisiana,New Orleans,Men's Street Footwear,69.0,240,16560.0,8611.2,0.52,Online,2021,12,16,Second Half
5890,West Gear,1128299,2021-12-16,South,Louisiana,New Orleans,Men's Athletic Footwear,72.0,216,15552.0,7776.0,0.5,Online,2021,12,16,Second Half
5891,Foot Locker,1128299,2021-12-16,South,Louisiana,New Orleans,Women's Street Footwear,69.0,162,11178.0,5812.56,0.52,Online,2021,12,16,Second Half
5892,Foot Locker,1128299,2021-12-16,South,Louisiana,New Orleans,Women's Athletic Footwear,72.0,156,11232.0,6065.280000000001,0.54,Online,2021,12,16,Second Half
5893,Foot Locker,1128299,2021-12-16,South,Louisiana,New Orleans,Men's Apparel,82.0,131,10742.0,6230.360000000001,0.5800000000000001,Online,2021,12,16,Second Half
5894,Foot Locker,1128299,2021-12-16,South,Louisiana,New Orleans,Women's Apparel,87.0,175,15225.0,6851.249999999999,0.44999999999999996,Online,2021,12,16,Second Half
5895,Foot Locker,1197831,2021-01-05,South,Louisiana,New Orleans,Men's Street Footwear,19.0,182,3458.0,1486.94,0.43,Online,2021,1,5,First Half
5896,Foot Locker,1197831,2021-01-05,South,Louisiana,New Orleans,Men's Athletic Footwear,28.0,196,5488.0,2469.6,0.44999999999999996,Online,2021,1,5,First Half
5897,Foot Locker,1197831,2021-01-05,South,Louisiana,New Orleans,Women's Street Footwear,28.0,119,3332.0,1332.8000000000002,0.4,Online,2021,1,5,First Half
5898,Foot Locker,1197831,2021-01-05,South,Louisiana,New Orleans,Women's Athletic Footwear,33.0,133,4389.0,2326.17,0.53,Online,2021,1,5,First Half
5899,Foot Locker,1197831,2021-01-05,South,Louisiana,New Orleans,Men's Apparel,36.0,85,3060.0,1132.2,0.37,Online,2021,1,5,First Half
5900,West Gear,1197831,2021-01-05,South,Louisiana,New Orleans,Women's Apparel,34.0,143,4862.0,2917.2,0.6,Online,2021,1,5,First Half
5901,Foot Locker,1197831,2021-02-04,South,Louisiana,New Orleans,Men's Street Footwear,23.0,163,3749.0,1499.6000000000001,0.4,Online,2021,2,4,First Half
5902,Foot Locker,1197831,2021-02-04,South,Louisiana,New Orleans,Men's Athletic Footwear,32.0,174,5568.0,2338.56,0.42,Online,2021,2,4,First Half
5903,Foot Locker,1197831,2021-02-04,South,Louisiana,New Orleans,Women's Street Footwear,34.0,128,4352.0,1784.32,0.41,Online,2021,2,4,First Half
5904,Foot Locker,1197831,2021-02-04,West,Idaho,Boise,Women's Athletic Footwear,32.0,109,3488.0,1883.5200000000002,0.54,Online,2021,2,4,First Half
5905,Foot Locker,1197831,2021-02-04,West,Idaho,Boise,Men's Apparel,39.0,70,2730.0,955.4999999999999,0.35,Online,2021,2,4,First Half
5906,Foot Locker,1197831,2021-02-04,West,Idaho,Boise,Women's Apparel,34.0,131,4454.0,2449.7000000000003,0.55,Online,2021,2,4,First Half
5907,Foot Locker,1197831,2021-03-06,West,Idaho,Boise,Men's Street Footwear,28.0,156,4368.0,1965.6,0.44999999999999996,Online,2021,3,6,First Half
5908,Foot Locker,1197831,2021-03-06,West,Idaho,Boise,Men's Athletic Footwear,36.0,169,6084.0,2798.64,0.45999999999999996,Online,2021,3,6,First Half
5909,Foot Locker,1197831,2021-03-06,West,Idaho,Boise,Women's Street Footwear,28.0,113,3164.0,1550.36,0.49,Online,2021,3,6,First Half
5910,Foot Locker,1197831,2021-03-06,West,Idaho,Boise,Women's Athletic Footwear,33.0,105,3465.0,2009.7000000000003,0.5800000000000001,Online,2021,3,6,First Half
5911,West Gear,1197831,2021-03-06,West,Idaho,Boise,Men's Apparel,37.0,75,2775.0,1248.7499999999998,0.44999999999999996,Online,2021,3,6,First Half
5912,West Gear,1197831,2021-03-06,West,Idaho,Boise,Women's Apparel,33.0,116,3828.0,2488.2000000000003,0.65,Online,2021,3,6,First Half
5913,West Gear,1197831,2021-04-05,West,Idaho,Boise,Men's Street Footwear,19.0,195,3705.0,1741.35,0.47,Online,2021,4,5,First Half
5914,West Gear,1197831,2021-04-05,West,Idaho,Boise,Men's Athletic Footwear,29.0,195,5655.0,2714.4,0.48,Online,2021,4,5,First Half
5915,West Gear,1197831,2021-04-05,West,Idaho,Boise,Women's Street Footwear,24.0,138,3312.0,1556.6399999999999,0.47,Online,2021,4,5,First Half
5916,West Gear,1197831,2021-04-05,West,Idaho,Boise,Women's Athletic Footwear,29.0,113,3277.0,1802.3500000000001,0.55,Online,2021,4,5,First Half
5917,West Gear,1197831,2021-04-05,West,Idaho,Boise,Men's Apparel,34.0,72,2448.0,1052.6399999999999,0.43,Online,2021,4,5,First Half
5918,West Gear,1197831,2021-04-05,West,Idaho,Boise,Women's Apparel,28.0,138,3864.0,2357.04,0.61,Online,2021,4,5,First Half
5919,West Gear,1197831,2021-05-05,West,Idaho,Boise,Men's Street Footwear,18.0,203,3654.0,1827.0,0.5,Online,2021,5,5,First Half
5920,West Gear,1197831,2021-05-05,West,Idaho,Boise,Men's Athletic Footwear,28.0,196,5488.0,2634.24,0.48,Online,2021,5,5,First Half
5921,West Gear,1197831,2021-05-05,West,Idaho,Boise,Women's Street Footwear,23.0,167,3841.0,1805.27,0.47,Online,2021,5,5,First Half
5922,West Gear,1197831,2021-05-05,West,Idaho,Boise,Women's Athletic Footwear,33.0,130,4290.0,2359.5,0.55,Online,2021,5,5,First Half
5923,West Gear,1197831,2021-05-05,West,Idaho,Boise,Men's Apparel,47.0,120,5640.0,2256.0,0.4,Online,2021,5,5,First Half
5924,West Gear,1197831,2021-05-05,West,Idaho,Boise,Women's Apparel,42.0,218,9156.0,5768.28,0.63,Online,2021,5,5,First Half
5925,West Gear,1197831,2021-06-04,West,Idaho,Boise,Men's Street Footwear,42.0,195,8190.0,4013.1,0.49,Online,2021,6,4,First Half
5926,West Gear,1197831,2021-06-04,West,Idaho,Boise,Men's Athletic Footwear,46.0,188,8648.0,4151.04,0.48,Online,2021,6,4,First Half
5927,West Gear,1197831,2021-06-04,West,Idaho,Boise,Women's Street Footwear,47.0,174,8178.0,3925.44,0.48,Online,2021,6,4,First Half
5928,West Gear,1197831,2021-06-04,West,Idaho,Boise,Women's Athletic Footwear,48.0,143,6864.0,4049.7600000000007,0.5900000000000001,Online,2021,6,4,First Half
5929,West Gear,1197831,2021-06-04,West,Idaho,Boise,Men's Apparel,52.0,117,6084.0,2616.12,0.43,Online,2021,6,4,First Half
5930,West Gear,1197831,2021-06-04,West,Idaho,Boise,Women's Apparel,55.0,231,12705.0,7750.05,0.61,Online,2021,6,4,First Half
5931,West Gear,1197831,2021-07-06,West,Idaho,Boise,Men's Street Footwear,48.0,217,10416.0,5208.0,0.5,Online,2021,7,6,Second Half
5932,West Gear,1197831,2021-07-06,West,Idaho,Boise,Men's Athletic Footwear,52.0,202,10504.0,5462.08,0.52,Online,2021,7,6,Second Half
5933,West Gear,1197831,2021-07-06,West,Idaho,Boise,Women's Street Footwear,46.0,241,11086.0,6097.299999999999,0.5499999999999999,Online,2021,7,6,Second Half
5934,West Gear,1197831,2021-07-06,West,Idaho,Boise,Women's Athletic Footwear,47.0,137,6439.0,4120.96,0.64,Online,2021,7,6,Second Half
5935,West Gear,1197831,2021-07-06,West,Idaho,Boise,Men's Apparel,53.0,131,6943.0,3332.64,0.48,Online,2021,7,6,Second Half
5936,Foot Locker,1197831,2021-07-06,West,Idaho,Boise,Women's Apparel,64.0,208,13312.0,9185.28,0.6900000000000001,Online,2021,7,6,Second Half
5937,Foot Locker,1197831,2021-08-08,West,Idaho,Boise,Men's Street Footwear,46.0,210,9660.0,5312.999999999999,0.5499999999999999,Online,2021,8,8,Second Half
5938,Foot Locker,1197831,2021-08-08,West,Idaho,Boise,Men's Athletic Footwear,53.0,195,10335.0,5477.55,0.53,Online,2021,8,8,Second Half
5939,Foot Locker,1197831,2021-08-08,West,Idaho,Boise,Women's Street Footwear,46.0,250,11500.0,6095.0,0.53,Online,2021,8,8,Second Half
5940,Foot Locker,1197831,2021-08-08,West,Idaho,Boise,Women's Athletic Footwear,48.0,124,5952.0,3868.8,0.65,Online,2021,8,8,Second Half
5941,Sports Direct,1197831,2021-08-08,West,Idaho,Boise,Men's Apparel,52.0,133,6916.0,3181.3599999999997,0.45999999999999996,Online,2021,8,8,Second Half
5942,Sports Direct,1197831,2021-08-08,West,Idaho,Boise,Women's Apparel,54.0,196,10584.0,7197.120000000001,0.68,Online,2021,8,8,Second Half
5943,Sports Direct,1197831,2021-09-05,West,Idaho,Boise,Men's Street Footwear,50.0,176,8800.0,4400.0,0.5,Online,2021,9,5,Second Half
5944,Sports Direct,1197831,2021-09-05,West,Idaho,Boise,Men's Athletic Footwear,50.0,188,9400.0,4888.0,0.52,Online,2021,9,5,Second Half
5945,Sports Direct,1197831,2021-09-05,West,Idaho,Boise,Women's Street Footwear,56.0,182,10192.0,5299.84,0.52,Online,2021,9,5,Second Half
5946,Sports Direct,1197831,2021-09-05,West,Idaho,Boise,Women's Athletic Footwear,55.0,116,6380.0,4019.4,0.63,Online,2021,9,5,Second Half
5947,Sports Direct,1197831,2021-09-05,West,Idaho,Boise,Men's Apparel,50.0,104,5200.0,2392.0,0.45999999999999996,Online,2021,9,5,Second Half
5948,Sports Direct,1197831,2021-09-05,West,Idaho,Boise,Women's Apparel,49.0,181,8869.0,5942.2300000000005,0.67,Online,2021,9,5,Second Half
5949,Sports Direct,1197831,2021-10-04,West,Idaho,Boise,Men's Street Footwear,36.0,167,6012.0,3066.12,0.51,Online,2021,10,4,Second Half
5950,Sports Direct,1197831,2021-10-04,West,Idaho,Boise,Men's Athletic Footwear,37.0,173,6401.0,3456.5400000000004,0.54,Online,2021,10,4,Second Half
5951,Sports Direct,1197831,2021-10-04,West,Idaho,Boise,Women's Street Footwear,41.0,131,5371.0,2739.21,0.51,Online,2021,10,4,Second Half
5952,Sports Direct,1197831,2021-10-04,West,Idaho,Boise,Women's Athletic Footwear,44.0,101,4444.0,2888.6,0.65,Online,2021,10,4,Second Half
5953,Sports Direct,1197831,2021-10-04,West,Idaho,Boise,Men's Apparel,32.0,91,2912.0,1397.76,0.48,Online,2021,10,4,Second Half
5954,Sports Direct,1197831,2021-10-04,West,Idaho,Boise,Women's Apparel,42.0,142,5964.0,3936.2400000000002,0.66,Online,2021,10,4,Second Half
5955,Sports Direct,1197831,2021-11-05,West,Idaho,Boise,Men's Street Footwear,33.0,182,6006.0,3303.2999999999997,0.5499999999999999,Online,2021,11,5,Second Half
5956,Sports Direct,1197831,2021-11-05,West,Idaho,Boise,Men's Athletic Footwear,32.0,189,6048.0,3144.96,0.52,Online,2021,11,5,Second Half
5957,Sports Direct,1197831,2021-11-05,West,Idaho,Boise,Women's Street Footwear,58.0,150,8700.0,4698.0,0.54,Online,2021,11,5,Second Half
5958,Sports Direct,1197831,2021-11-05,West,Idaho,Boise,Women's Athletic Footwear,54.0,122,6588.0,4018.68,0.61,Online,2021,11,5,Second Half
5959,Sports Direct,1197831,2021-11-05,West,Idaho,Boise,Men's Apparel,54.0,106,5724.0,2862.0,0.5,Online,2021,11,5,Second Half
5960,Sports Direct,1197831,2021-11-05,West,Idaho,Boise,Women's Apparel,63.0,163,10269.0,6880.2300000000005,0.67,Online,2021,11,5,Second Half
5961,Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Men's Street Footwear,54.0,233,12582.0,6794.280000000001,0.54,Online,2021,12,4,Second Half
5962,Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Men's Athletic Footwear,51.0,209,10659.0,5755.860000000001,0.54,Online,2021,12,4,Second Half
5963,Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Women's Street Footwear,56.0,176,9856.0,5125.12,0.52,Online,2021,12,4,Second Half
5964,Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Women's Athletic Footwear,59.0,142,8378.0,5445.7,0.65,Online,2021,12,4,Second Half
5965,Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Men's Apparel,50.0,133,6650.0,3258.5,0.49,Online,2021,12,4,Second Half
5966,Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Women's Apparel,60.0,196,11760.0,8114.400000000001,0.6900000000000001,Online,2021,12,4,Second Half
5967,Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Men's Street Footwear,29.0,119,3451.0,1656.48,0.48,Online,2021,1,23,First Half
5968,Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Men's Athletic Footwear,37.0,106,3922.0,2000.22,0.51,Online,2021,1,23,First Half
5969,Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Women's Street Footwear,37.0,106,3922.0,1921.78,0.49,Online,2021,1,23,First Half
5970,Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Women's Athletic Footwear,38.0,77,2926.0,1345.9599999999998,0.45999999999999996,Online,2021,1,23,First Half
5971,Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Men's Apparel,42.0,63,2646.0,1190.6999999999998,0.44999999999999996,Online,2021,1,23,First Half
5972,Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Women's Apparel,36.0,111,3996.0,1398.6,0.35,Online,2021,1,23,First Half
5973,Foot Locker,1128299,2021-02-23,West,Idaho,Boise,Men's Street Footwear,29.0,143,4147.0,2073.5,0.5,Online,2021,2,23,First Half
5974,Foot Locker,1128299,2021-02-23,West,Idaho,Boise,Men's Athletic Footwear,38.0,113,4294.0,2318.76,0.54,Online,2021,2,23,First Half
5975,Foot Locker,1128299,2021-02-23,West,Idaho,Boise,Women's Street Footwear,38.0,105,3990.0,1875.3,0.47,Online,2021,2,23,First Half
5976,Foot Locker,1128299,2021-02-23,West,Arizona,Phoenix,Women's Athletic Footwear,38.0,63,2394.0,1149.12,0.48,Online,2021,2,23,First Half
5977,Foot Locker,1128299,2021-02-23,West,Arizona,Phoenix,Men's Apparel,42.0,44,1848.0,813.12,0.44,Online,2021,2,23,First Half
5978,Foot Locker,1128299,2021-02-23,West,Arizona,Phoenix,Women's Apparel,38.0,88,3344.0,1203.84,0.36,Online,2021,2,23,First Half
5979,Foot Locker,1128299,2021-03-22,West,Arizona,Phoenix,Men's Street Footwear,37.0,145,5365.0,2521.5499999999997,0.47,Online,2021,3,22,First Half
5980,Foot Locker,1128299,2021-03-22,West,Arizona,Phoenix,Men's Athletic Footwear,48.0,95,4560.0,2508.0,0.55,Online,2021,3,22,First Half
5981,Foot Locker,1128299,2021-03-22,West,Arizona,Phoenix,Women's Street Footwear,49.0,91,4459.0,2229.5,0.5,Online,2021,3,22,First Half
5982,Foot Locker,1128299,2021-03-22,West,Arizona,Phoenix,Women's Athletic Footwear,47.0,68,3196.0,1470.1599999999999,0.45999999999999996,Online,2021,3,22,First Half
5983,Foot Locker,1128299,2021-03-22,West,Arizona,Phoenix,Men's Apparel,54.0,31,1674.0,686.3399999999999,0.41,Online,2021,3,22,First Half
5984,Foot Locker,1128299,2021-03-22,West,Arizona,Phoenix,Women's Apparel,47.0,88,4136.0,1654.4,0.4,Online,2021,3,22,First Half
5985,Foot Locker,1128299,2021-04-23,West,Arizona,Phoenix,Men's Street Footwear,48.0,130,6240.0,2807.9999999999995,0.44999999999999996,Online,2021,4,23,First Half
